record_time_ns,height_bin_index,height_label_m,odometry_z_m,odometry_stamp_ns,leg_stamp_ns,leg_meas_stamp_ns,leg_sequence,waist_stamp_ns,waist_meas_stamp_ns,waist_sequence,arm_stamp_ns,arm_meas_stamp_ns,arm_sequence,leg__left_ankle_pitch_joint_position,leg__left_ankle_roll_joint_position,leg__left_hip_pitch_joint_position,leg__left_hip_roll_joint_position,leg__left_hip_yaw_joint_position,leg__left_knee_joint_position,leg__right_ankle_pitch_joint_position,leg__right_ankle_roll_joint_position,leg__right_hip_pitch_joint_position,leg__right_hip_roll_joint_position,leg__right_hip_yaw_joint_position,leg__right_knee_joint_position,waist__waist_pitch_joint_position,waist__waist_roll_joint_position,waist__waist_yaw_joint_position,arm__left_elbow_joint_position,arm__left_shoulder_pitch_joint_position,arm__left_shoulder_roll_joint_position,arm__left_shoulder_yaw_joint_position,arm__left_wrist_pitch_joint_position,arm__left_wrist_roll_joint_position,arm__left_wrist_yaw_joint_position,arm__right_elbow_joint_position,arm__right_shoulder_pitch_joint_position,arm__right_shoulder_roll_joint_position,arm__right_shoulder_yaw_joint_position,arm__right_wrist_pitch_joint_position,arm__right_wrist_roll_joint_position,arm__right_wrist_yaw_joint_position
1786003406690475772,71,0.71,0.7146942398988756,1786003406721041441,1786003406723433646,0,1213800,1786003406723433646,0,1213801,1786003406723433646,0,1213798,-0.642824649810791,-0.003738880157470703,-1.0257391929626465,-0.004314422607421875,-0.025789737701416016,1.5865931510925293,-0.6642999649047852,0.024255752563476562,-0.9883489608764648,-0.04285478591918945,-0.020229339599609375,1.5714449882507324,0.3491,0.018356551892469628,-0.008915901184082031,-1.177793025970459,-0.1314411163330078,-0.011217117309570312,-0.0054645538330078125,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1749167442321777,-0.13067388534545898,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003406772803559,70,0.7000000000000001,0.7043825685955796,1786003406801045895,1786003406805435437,0,1213841,1786003406805435437,0,1213842,1786003406805435437,0,1213839,-0.6558632850646973,-0.003930568695068359,-1.051816463470459,-0.0054645538330078125,-0.025981426239013672,1.6247501373291016,-0.6782975196838379,0.024255752563476562,-1.0146183967590332,-0.04419708251953125,-0.018695354461669922,1.6097936630249023,0.3491,0.018631983862084662,-0.008915901184082031,-1.177793025970459,-0.15905237197875977,-0.011217117309570312,-0.0054645538330078125,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.174149990081787,-0.15828514099121094,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003406850211131,69,0.6900000000000001,0.6944749267783386,1786003406881089449,1786003406882474521,0,1213880,1786003406882474521,0,1213881,1786003406882474521,0,1213878,-0.6666007041931152,-0.003930568695068359,-1.0761680603027344,-0.006615161895751953,-0.025789737701416016,1.6575384140014648,-0.6907610893249512,0.024831295013427734,-1.038010597229004,-0.04515552520751953,-0.01754474639892578,1.6443085670471191,0.3491,0.018539223269241928,-0.008915901184082031,-1.1776013374328613,-0.18071985244750977,-0.011217117309570312,-0.0054645538330078125,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.174149990081787,-0.18244552612304688,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003406931365318,68,0.68,0.6846586545395734,1786003406961097002,1786003406964434021,0,1213921,1786003406964434021,0,1213922,1786003406964434021,0,1213919,-0.6775307655334473,-0.003930568695068359,-1.1012864112854004,-0.007765769958496094,-0.025789737701416016,1.6930112838745117,-0.7036075592041016,0.025214672088623047,-1.0631294250488281,-0.04630613327026367,-0.016010761260986328,1.680356502532959,0.3491,0.018446323086489216,-0.008915901184082031,-1.1768341064453125,-0.20161962509155273,-0.011217117309570312,-0.0054645538330078125,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.174149990081787,-0.20123577117919922,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407014399072,67,0.67,0.6748415673648126,1786003407041127205,1786003407046433479,0,1213962,1786003407046433479,0,1213963,1786003407046433479,0,1213960,-0.6867341995239258,-0.003930568695068359,-1.127364158630371,-0.008532524108886719,-0.025789737701416016,1.7259912490844727,-0.7137703895568848,0.02559804916381836,-1.089590072631836,-0.0470733642578125,-0.014668941497802734,1.713911533355713,0.3491,0.01918212179376926,-0.008915901184082031,-1.1766424179077148,-0.2269301414489746,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.174149990081787,-0.2265462875366211,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407096596724,66,0.66,0.6647742006530768,1786003407127024889,1786003407128435271,0,1214003,1786003407128435271,0,1214004,1786003407128435271,0,1214001,-0.6961297988891602,-0.004122257232666016,-1.153249740600586,-0.009107589721679688,-0.025789737701416016,1.759547233581543,-0.7239327430725098,0.025789737701416016,-1.1147089004516602,-0.04745674133300781,-0.013326168060302734,1.7466998100280762,0.3491,0.019642248182686936,-0.008915901184082031,-1.1766424179077148,-0.25051450729370117,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1737666130065918,-0.2508978843688965,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407184484198,65,0.65,0.6537954911002002,1786003407217022657,1786003407216432854,0,1214047,1786003407216432854,0,1214048,1786003407216432854,0,1214045,-0.7041831016540527,-0.0046977996826171875,-1.183736801147461,-0.009491443634033203,-0.025789737701416016,1.7931022644042969,-0.7329444885253906,0.025789737701416016,-1.1432790756225586,-0.047840118408203125,-0.011983871459960938,1.7817893028259277,0.3491,0.0198261631058233,-0.008915901184082031,-1.1766424179077148,-0.2746744155883789,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.173574447631836,-0.2746744155883789,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407261822436,64,0.64,0.644646925548258,1786003407291039467,1786003407294435021,0,1214086,1786003407294435021,0,1214087,1786003407294435021,0,1214084,-0.7101273536682129,-0.005272865295410156,-1.210197925567627,-0.009874820709228516,-0.025789737701416016,1.8233985900878906,-0.738889217376709,0.025789737701416016,-1.1691641807556152,-0.04803180694580078,-0.01064157485961914,1.812276840209961,0.3491,0.020100767074415615,-0.008915901184082031,-1.1760673522949219,-0.29614973068237305,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.173574447631836,-0.2967252731323242,0.006806850433349609,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407349843866,63,0.63,0.6338949023044651,1786003407381018877,1786003407382435229,0,1214130,1786003407382435229,0,1214131,1786003407382435229,0,1214128,-0.7149209976196289,-0.0054645538330078125,-1.2412605285644531,-0.010258197784423828,-0.025789737701416016,1.8552274703979492,-0.7440662384033203,0.025789737701416016,-1.1996517181396484,-0.04822349548339844,-0.008532524108886719,1.8448734283447266,0.3491,0.02000365982750794,-0.008915901184082031,-1.1758756637573242,-0.3210768699645996,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.173574447631836,-0.3216519355773926,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407426014088,62,0.62,0.6248745618605815,1786003407457005262,1786003407458435979,0,1214168,1786003407458435979,0,1214169,1786003407458435979,0,1214166,-0.7187557220458984,-0.006039619445800781,-1.268871784210205,-0.010449886322021484,-0.025789737701416016,1.882455825805664,-0.7480926513671875,0.025789737701416016,-1.2272629737854004,-0.04822349548339844,-0.007190227508544922,1.8728680610656738,0.3491,0.02018747238458396,-0.008915901184082031,-1.1758756637573242,-0.3437027931213379,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1731910705566406,-0.3433189392089844,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407513866054,61,0.61,0.614019727328938,1786003407547140598,1786003407546433563,0,1214212,1786003407546433563,0,1214213,1786003407546433563,0,1214210,-0.7233572006225586,-0.006615161895751953,-1.3005099296569824,-0.01064157485961914,-0.025789737701416016,1.914093017578125,-0.7530779838562012,0.025789737701416016,-1.260434627532959,-0.04822349548339844,-0.0054645538330078125,1.9054646492004395,0.3491,0.0203761787886489,-0.008915901184082031,-1.1756839752197266,-0.3701634407043457,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1720409393310547,-0.36862945556640625,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407596603357,60,0.6,0.6044662088660682,1786003407626992702,1786003407628432729,0,1214253,1786003407628432729,0,1214254,1786003407628432729,0,1214251,-0.7264251708984375,-0.007190227508544922,-1.330613613128662,-0.01064157485961914,-0.025789737701416016,1.9424715042114258,-0.7571043968200684,0.025789737701416016,-1.2899632453918457,-0.04822349548339844,-0.004313945770263672,1.9344182014465332,0.3491,0.020317655438519603,-0.008915901184082031,-1.1751084327697754,-0.39202213287353516,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1714653968811035,-0.39163923263549805,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407679368719,59,0.59,0.594674517726473,1786003407707028627,1786003407712438563,0,1214295,1786003407712438563,0,1214296,1786003407712438563,0,1214293,-0.7296848297119141,-0.007765293121337891,-1.3616762161254883,-0.01064157485961914,-0.025789737701416016,1.9718084335327148,-0.7607474327087402,0.025789737701416016,-1.3206424713134766,-0.04803180694580078,-0.002780437469482422,1.9647140502929688,0.3491,0.02047869535242811,-0.008915901184082031,-1.1751084327697754,-0.4152235984802246,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1710820198059082,-0.4161820411682129,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
1786003407755870725,58,0.58,0.5847583306215922,1786003407786989689,1786003407788433479,0,1214333,1786003407788433479,0,1214334,1786003407788433479,0,1214331,-0.7314105033874512,-0.008532524108886719,-1.3908209800720215,-0.010833263397216797,-0.025981426239013672,1.9976930618286133,-0.7626652717590332,0.025406360626220703,-1.3507466316223145,-0.04764842987060547,-0.0018215179443359375,1.9902162551879883,0.3491,0.020208018530351524,-0.008915901184082031,-1.17472505569458,-0.43804121017456055,-0.011217117309570312,-0.005272865295410156,-0.00934600830078125,0.00629425048828125,0.013326168060302734,-1.1705069541931152,-0.43765783309936523,0.006615161895751953,0.006423473358154297,-0.00934600830078125,-0.00247955322265625,-0.007381916046142578
